yt_id,start_seconds,end_seconds,r_label
4moK9PHAwXY,19.0,29.0,"Fire engine, fire truck (siren),Vehicle,Car"
4oKowFjvaSk,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
4oldHcR5QtQ,30.0,40.0,"Fire engine, fire truck (siren),Siren"
4phfGO0ps8M,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Civil defense siren"
4qno2t4R4CE,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
4sCLQ23qx_k,330.0,340.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
4urdZ3MDY8E,80.0,90.0,"Fire engine, fire truck (siren),Truck,Vehicle"
5-3ed1aAEqM,60.0,70.0,"Fire engine, fire truck (siren),Vehicle"
50xBQGhYt2k,170.0,180.0,"Fire engine, fire truck (siren)"
511nBJ7qDdU,170.0,180.0,"Fire engine, fire truck (siren),Speech"
51mueDobOhg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
51t2Uqrosl4,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Car"
52AVqZ_AwRU,80.0,90.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
52Yoee8fbLI,10.0,20.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
54ISMWMOUNI,13.0,23.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
57gQncjfCAE,0.0,10.0,"Fire engine, fire truck (siren),Vehicle"
58PQ7IBn07s,120.0,130.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle"
58gSRn-zC2E,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
5CzMFiYRTE8,70.0,80.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
5D03NQGHSrE,7.0,17.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
5DEY5eCv6JU,70.0,80.0,"Fire engine, fire truck (siren),Vehicle"
5IM1Bui4yTk,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle,Outside, urban or manmade"
5LrHJ3i3rP0,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
5NnipEUpgdk,24.0,34.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Vehicle"
5OrXB62YfqY,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
5Q_DDuSDME4,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
5S0vxtkV_Tk,60.0,70.0,"Fire engine, fire truck (siren),Vehicle"
5SHCBLMK348,160.0,170.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
5TgVfRwUowE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
5TnkeozGLWA,17.0,27.0,"Fire engine, fire truck (siren),Vehicle"
5UGU5AsHM78,25.0,35.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle,Speech"
5V-gpQXwGFI,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
5WMdMg_kiA4,20.0,30.0,"Fire engine, fire truck (siren),Siren,Truck,Vehicle,Speech"
5X9CSY4cTUg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
5XFvK8ayQPk,420.0,430.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
5XkSObkPxs4,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
5ZvCZ_g_Mz4,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
5_rSQ52DU_w,60.0,70.0,"Fire engine, fire truck (siren)"
5cPbu3oRSMM,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Medium engine (mid frequency)"
5cRDgjUQv7I,21.0,31.0,"Fire engine, fire truck (siren),Engine,Vehicle,Heavy engine (low frequency)"
5chnpr0_hnY,190.0,200.0,"Fire engine, fire truck (siren)"
5dz4R8fyZQw,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
5gEcPYNWpcg,0.0,10.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
5iKLm4ufUA8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
5keujP8jp98,0.0,4.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
5km2-zPfdVU,30.0,40.0,"Fire engine, fire truck (siren)"
5lwXilLYjoE,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
5mPVxmmPMR4,100.0,110.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
5mlcfpqn7kg,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Speech"
5mywdZqhuEc,9.0,19.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
5qPs8YZ5nTw,3.0,13.0,"Fire engine, fire truck (siren),Accelerating, revving, vroom,Medium engine (mid frequency)"
5qe0jTPWr98,210.0,220.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
5r10gJTK5bQ,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
5raAOZPSWKs,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Vehicle,Speech,Heavy engine (low frequency)"
5rgFY8s2J70,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Speech"
5uam4Hvrr8s,40.0,50.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
5v96c3om-dY,8.0,18.0,"Fire engine, fire truck (siren),Truck,Vehicle"
5vEaj9OK5nQ,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
5xKYPgCaSoI,20.0,30.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
5ywmd6tb4bU,130.0,140.0,"Motor vehicle (road),Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
5z-qZv3F2V0,200.0,210.0,"Fire engine, fire truck (siren),Siren,Police car (siren),Vehicle,Car,Outside, urban or manmade"
61cgkXkTniY,30.0,40.0,"Fire engine, fire truck (siren),Speech"
62sTpdi5fOY,70.0,80.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
63N7bjzYaNA,50.0,60.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
63fsd3mp_tU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
66EAJrjsBl4,14.0,24.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
68s6dl7LVh4,21.0,31.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
69FDGuqqDNY,130.0,140.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
6AurbZcj3Es,170.0,180.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
6BXKOBFg-7A,240.0,250.0,"Fire engine, fire truck (siren),Truck,Speech"
6BlfcwkOOHo,30.0,40.0,"Fire engine, fire truck (siren),Police car (siren)"
6DEYZnl3YoQ,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
6EAcA_n9oZk,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
6EoUFpmD_1g,19.0,29.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
6LXQMQ3Cs0o,30.0,40.0,"Fire engine, fire truck (siren),Siren,Fire alarm"
6LkknQaM1kI,22.0,32.0,"Fire engine, fire truck (siren),Siren"
6NNuIHp3bE8,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Vehicle"
6OvwUmXKVzI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
6P13u3yUMig,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
6QFtkwpqGCo,0.0,10.0,"Fire engine, fire truck (siren),Vehicle"
6QLGo68tPU4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
6Qj7OVuMOIU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
6QoFSTwGQzU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
6R-21jU4JGI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
6R-UTccZwf8,2.0,12.0,"Fire engine, fire truck (siren),Siren,Music,Vehicle"
6RmxNDF21rA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Medium engine (mid frequency)"
6SOTtKOTPFw,70.0,80.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
6TO9PEGpZcQ,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
6UEj9f4SS6Y,70.0,80.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle"
6V2uTY-MNGg,140.0,150.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
6Wcsv0zxkkw,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Vehicle,Speech,Medium engine (mid frequency)"
6WzuCRXvA_0,19.0,29.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
6_j3cDYbmTE,130.0,140.0,"Motor vehicle (road),Fire engine, fire truck (siren),Vehicle,Speech"
6bJf7i8IEB4,390.0,400.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
6h-xQIG-q3Q,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
6jHyzzoXJ30,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
6l9zOPdBpBs,30.0,40.0,"Fire engine, fire truck (siren),Police car (siren)"
6nr3SWNml9A,10.0,20.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Idling,Vehicle,Speech"
6ph7b92SPLE,280.0,290.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Outside, urban or manmade"
6st8rv-REuo,0.0,8.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
6t0r_PaVHyw,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
6u76TUWSkr8,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
6xq36kUeL84,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Car"
6xysRIcH_ps,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
6yHhp4ogUzk,30.0,40.0,"Fire engine, fire truck (siren)"
6yNd_D32_3g,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
70Z65ktie4E,210.0,220.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
70oAfInLIjg,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Car"
714lnnBCFOU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
71gT3JjlrfU,25.0,35.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
71wf0YiwbCc,180.0,190.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
733IjPI61DU,40.0,50.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
7371s4uB5y4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
73vbiHjhLyo,7.0,17.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle"
768Lv8U9SI4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle"
7AiH2YBrM3M,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
7C5s5qeny5I,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Outside, urban or manmade"
7Ff5U0gX454,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
7FgZuL48VWU,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
7FrLyGbPvyQ,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
7G6t7PmViqg,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
7Gb-eKKHT6o,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Speech"
7GoQ8HaVAnA,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
7IZqDZuANyg,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
7JBCngas-Hs,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
7JaJ4DPnKvo,200.0,210.0,"Motor vehicle (road),Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
7Ky8z14oyfw,30.0,40.0,"Fire engine, fire truck (siren),Reversing beeps,Emergency vehicle,Truck,Vehicle"
7MPGMOX3hJU,23.0,33.0,"Fire engine, fire truck (siren),Truck,Vehicle,Car"
7N1Sk9spnFs,10.0,20.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
7OAWoKiUEXc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle,Outside, urban or manmade"
7OHaAtO_x_8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
7OnZbbgzU3o,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
7PBpJ4Uizfw,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
7PaZb5_AwbE,110.0,120.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
7SDvdOch9Vo,23.0,33.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
7TE3HC7QEzo,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
7UsthSnw9Z0,30.0,40.0,"Fire engine, fire truck (siren),Siren"
7VfK0gxnz-8,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Siren,Vehicle"
7XH99mMfQlY,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
7YXx3qU7FXA,30.0,40.0,"Fire engine, fire truck (siren),Engine,Vehicle"
7_86eiGC2rE,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
7_XHdIlYW6g,10.0,20.0,"Fire engine, fire truck (siren),Siren,Vehicle"
7bm9ax5BOUs,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech,Traffic noise, roadway noise"
7dUjeTRWask,50.0,60.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
7eYS0t5_y9c,220.0,230.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
7ekjA4FUaYE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
7fG3-wl-ZDs,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
7fXo-hXcpkM,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
7hPshpbbMBg,60.0,70.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
7lAs7IWYbsY,11.0,21.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
7sBVfFMFS2E,0.0,10.0,"Fire engine, fire truck (siren),Music,Vehicle"
7vd2PjnETwc,310.0,320.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
80E9U06sCOE,30.0,40.0,"Fire engine, fire truck (siren)"
80J0vaFWPfU,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
82NCq3cJ2q4,8.0,18.0,"Fire engine, fire truck (siren),Emergency vehicle,Domestic animals, pets,Howl,Truck,Vehicle,Dog,Animal,Whimper (dog)"
82UKyR-w1t0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
82WY3z3vTTM,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren)"
86VYxet0LXs,210.0,220.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
87E41BISp3Q,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
87zYT_iOQCI,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
88JHM8MJc1A,30.0,40.0,"Fire engine, fire truck (siren)"
8ABiKYLTVvk,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Outside, urban or manmade"
8AanstIrz9M,11.0,21.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Heavy engine (low frequency)"
8BppChqyKXE,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Heavy engine (low frequency)"
8CDkipYcasw,11.0,21.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
8CyNoJnyoKc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Idling,Accelerating, revving, vroom,Vehicle,Medium engine (mid frequency)"
8FnLnQlOaBs,10.0,20.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Siren,Vehicle"
8H19w8cjF44,5.0,15.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
8H2UrVlDMm0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
8K6-tB4tUME,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
8L2S9BFaJbk,10.0,20.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Vehicle"
8MTBLwf93xo,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle,Speech"
8Myn1E6NmEs,0.0,10.0,"Fire engine, fire truck (siren)"
8OHZunCcCKc,70.0,80.0,"Motor vehicle (road),Fire engine, fire truck (siren),Siren,Truck,Vehicle,Speech"
8Rb3I8SyT1U,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
8Sc2uo4Z-Zw,150.0,160.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
8TWAEDdj6SE,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
8TutZdk-Gh8,26.0,36.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Civil defense siren"
8Vz11X2XLoA,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
8W28bWVY0N4,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
8Y7cQ5IXeFc,30.0,40.0,"Fire engine, fire truck (siren)"
8Y_B2_Arwz4,14.0,24.0,"Fire engine, fire truck (siren),Police car (siren)"
8ZQedgyv8d4,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
8ZWnKtAcRYo,14.0,24.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Medium engine (mid frequency)"
8ZXdinhux3Y,240.0,250.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle"
8_XBggTMnNA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
8aL1egcjKBM,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
8bERkwtKmMc,2.0,12.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Siren,Police car (siren),Idling,Truck,Vehicle,Medium engine (mid frequency)"
8bzIPte1Ze0,330.0,340.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
8fsWRBEsaLk,60.0,70.0,"Fire engine, fire truck (siren)"
8ftRYV4tuiM,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
8g6xuz8XVMk,5.0,15.0,"Fire engine, fire truck (siren),Emergency vehicle"
8met0mbVC94,27.0,37.0,"Fire engine, fire truck (siren),Truck,Vehicle"
8mvddTw8eGM,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
8pz8Tqbsoa8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
8qO-wSDb7jg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
8rfYWUoFwaE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
8ssc676AI0U,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
8ui_tm_RKeY,60.0,70.0,"Fire engine, fire truck (siren),Siren,Vehicle"
8vPRbqUP33A,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
8vsaQFiv0DE,240.0,250.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
8vwFv4c1cfI,23.0,33.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
8zlC2BNdHXs,20.0,30.0,"Fire engine, fire truck (siren)"
90DSJfFfvio,200.0,210.0,"Motor vehicle (road),Fire engine, fire truck (siren),Fire,Truck,Vehicle"
90K-2-4f4dE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
91cH40OnQuo,1.0,11.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
91vHfS3Sq-E,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
947j-1EZTcM,30.0,40.0,"Fire engine, fire truck (siren),Speech"
94JWC1cHLxA,280.0,290.0,"Fire engine, fire truck (siren),Emergency vehicle,Speech"
95_2dx_W7d4,2.0,12.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
96AbtqCYcCo,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
96Sd2jVvlb8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
99v6k54fbZc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Car"
9BuMNC0uv2M,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
9Byt78zFntQ,100.0,110.0,"Fire engine, fire truck (siren)"
9CWf4FjStwE,50.0,60.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Car"
9FfV11MifoU,40.0,50.0,"Motor vehicle (road),Fire engine, fire truck (siren),Siren,Truck,Vehicle,Traffic noise, roadway noise,Car"
9H6FLDiM4gg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren),Vehicle"
9K7hHsppnsk,190.0,200.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
9KXoW5jdVpE,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
9Lc8wTSZ0rY,24.0,34.0,"Fire engine, fire truck (siren),Speech"
9MClE9DQ3Pk,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
9NntjLh4dUI,17.0,27.0,"Fire engine, fire truck (siren),Truck,Vehicle,Car"
9RNGFIp76KA,6.0,16.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Truck,Vehicle,Speech,Heavy engine (low frequency)"
9SnFPsoJlBw,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
9T7EKUojb6A,30.0,40.0,"Fire engine, fire truck (siren)"
9U6bMdkWyYA,28.0,38.0,"Fire engine, fire truck (siren),Siren"
9W95YGhj7rc,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
9XtBx5HwlOc,100.0,110.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
9ZQwCwGj5LU,30.0,40.0,"Fire engine, fire truck (siren),Speech"
9_GI7axlMeU,30.0,40.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Truck,Vehicle,Heavy engine (low frequency)"
9_yYajAxzvg,50.0,60.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
9b9WT6CYZl4,17.0,27.0,"Fire engine, fire truck (siren),Speech"
9c96luLw9IM,30.0,40.0,"Fire engine, fire truck (siren),Truck"
9cIZEnf862s,10.0,20.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
9cXO4e5dLrw,30.0,40.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
9c_tlnH1frs,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Truck,Vehicle"
9hh4kt24vZo,11.0,21.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
9hs7JXJAwwo,28.0,38.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
9iPAgSbXWLw,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
9k9qDMO10xY,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Car"
9kPS1036Fik,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle,Medium engine (mid frequency)"
9kdCKHCRS2A,30.0,40.0,"Fire engine, fire truck (siren),Speech"
9kvS7BHrCxs,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
9l_KHKDrHuQ,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
9nHvOkL0Y-I,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren)"
9rBoD03JNIE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
9vHOtAzO0Jc,110.0,120.0,"Motor vehicle (road),Ambulance (siren),Fire engine, fire truck (siren),Truck,Vehicle"
9xD4uYUSaKI,180.0,190.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
